title,product_type,vendor,account,privacy_url,tc_url,notes
Plunkett Research,Index/Database,Plunkett,optional,https://www.plunkettresearch.com/privacy/,https://www.plunkettresearch.com/terms-of-use/,
Vividata,Index/Database,PMB,mandatory,https://vividata.ca/privacy-policy/,,
Portland Press Journals,E-Journals/Package,Portland Press,optional,http://www.biochemistry.org/AboutUs/Contactus/Privacystatement.aspx,,
Preqin,Index/Database,Preqin,optional,https://www.preqin.com/item/privacy-policy/1592,https://www.preqin.com/item/terms-conditions/304,
PrivCo Online,Index/Database,PrivCo,mandatory,https://www.privco.com/privacy-notice,https://www.privco.com/terms-of-use,
Marketline Advantage,Index/Database,Progressive Digital Media,optional,https://www.marketline.com/contact-us/privacy-policy/,https://www.marketline.com/contact-us/terms/,
Rocky Mountain Mathematics Consortium,E-Journals/Package,Project Euclid,optional,https://projecteuclid.org/about/policies#Accessibility,,
Project Muse,E-Journals/Package,Project MUSE,optional,https://muse.jhu.edu/privacy_policy,https://muse.jhu.edu/terms_use,
The Complete Prose of T. S. Eliot: The Critical Edition,E-Book Package,Project MUSE,optional,https://muse.jhu.edu/privacy_policy,,
ABI/Inform Trade and Industry,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
American Film Institute Catalog,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
American Periodicals Series Online 1740 -1990,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Annual Register,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Applied Social Sciences Index and Abstracts,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Artbibliographies Modern,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Australian Education Index,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Avery Index to Architectural Periodicals,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Black Abolitionist Papers,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Black Studies Center,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Books in Print - Global Edition,Index/Database,ProQuest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
"British Periodicals I, II and III",Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
C19: The Nineteenth Century Index,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Canadian Business & Current Affairs Database (CBCA),Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Canadian Major Dailies,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Canadian Research Index - Microlog,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
CBCA Business,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
CBCA Education,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Colonial State Papers,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Conference Papers Index,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Design and Applied Arts Index,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Documents on British Policy Overseas,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Early European Books Collection 1- 3,E-Book Package,Proquest,optional,https://www.proquest.com/about/privacy-home.html,,
ECONLit,Index/Database,ProQuest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Editions and Adaptations of Shakespeare,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Education Collection,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
EEBO: Early English Books Online,E-Book Package,Proquest,optional,https://www.proquest.com/about/privacy-home.html,,
Entertainment Industry Magazine Archive,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Ethnic NewsWatch,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Ethnic NewsWatch: A History,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Factiva,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
FIAF International Index to Film Periodicals,Index/Database,ProQuest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Film Index International,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
"Film, Music and Performing Arts Package",Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
GeoRef (via Proquest),Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Humanities Index,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
IBSS: International Bibliography of the Social Sciences,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Index Islamicus,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
International Bibliography of Art,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
International Index to Black Periodicals Full Text,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
International Index to Film and TV Periodicals,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Library and Information Science Abstracts,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Linguistics and Language Behavior Abstracts,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Literary Theory,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Literature Online,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
McFarland Publishers,E-Journals/Package,ProQuest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
MLA International Bibliography,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
MLA International Bibliography (via Proquest),Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Monthly Catalog of US Government Publications 1895-1976,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Music Database,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Music Online,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
NAACP Collection 2,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
NAACP Collections 3 - 6,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Nineteenth Century Short Title Catalogue,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Nursing and Allied Health Database,Index/Database,ProQuest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
PAIS Index,Index/Database,ProQuest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Papers Invited,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Performing Arts Database,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Periodicals Archive Online,Index/Database,ProQuest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Philosophers Index,Index/Database,ProQUest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Physical Education Index,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
PressReader,Index/Database,ProQuest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Prisma,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
ProQuest Dissertations & Theses Global,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
ProQuest Historical Newspapers: New York Times,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
ProQuest Historical Newspapers: The Toronto Star (1894 - 2011),Index/Database,ProQuest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Proquest History Vault: Black Freedom I and II,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
ProQuest History Vault: NAACP,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Proquest History Vault: Slavery and the Law,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Proquest History Vault: Southern Life and African American History,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
"Proquest History vault: Vietnam War and American Foreign Policy, 1960-1975",Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Proquest Political Science,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
PsycARTICLES,Index/Database,ProQuest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
PsycBooks,E-Book Package,Proquest,optional,https://www.proquest.com/about/privacy-home.html ,,
PsycINFO,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Safari Books Online,E-Book Package,Proquest,optional,https://www.oreilly.com/privacy.html,,
Screen Studies Collection,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Social Services Abstracts,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Sociological Abstracts,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Sociology Database,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Teatro Espanol del Siglo de Oro,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
"The Gerritsen Collection-Women's History Online, 1543-1945",Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Times of India (1838 - 2002),Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Twentieth-Century Drama,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
U.K. Parliamentary Papers,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
"US Serial Set Digital Collection, 1789-1969",Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Visual History Archive,Index/Database,ProQuest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Women's Magazine Archive Collection 1,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Worldwide Political Science Abstracts,Index/Database,Proquest,optional,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
ProQuest Historical Newspapers: The Globe and Mail (1844-2009),Index/Database,ProQuest,,https://www.proquest.com/about/privacy-statement.html,https://www.proquest.com/about/terms-and-conditions.html,
Political Risk Yearbook Online,Index/Database,PRS Group,optional,https://www.prsgroup.com/privacy-policy/,,
American Society for clinical investigation,E-Journals/Package,PubMed,,,,
Retail Council of Canada,Index/Database,RCC,optional,https://www.retailcouncil.org/privacy-policy/,https://www.retailcouncil.org/terms-conditions/,
"African American Newspapers, 1827-1998",Index/Database,Readex,optional,,https://infoweb.newsbank.com/iw-search/we/HistArchive/?p_product=WHNPX&p_theme=help&p_action=main&f_id=terms,
African American Periodicals 1825-1995,Index/Database,Readex,optional,,https://infoweb.newsbank.com/iw-search/we/HistArchive/?p_product=WHNPX&p_theme=help&p_action=main&f_id=terms,
"Afro-Americana Imprints, 1535-1922",Index/Database,Readex,optional,,https://infoweb.newsbank.com/iw-search/we/HistArchive/?p_product=WHNPX&p_theme=help&p_action=main&f_id=terms,
American Broadsides and Ephemera,Index/Database,Readex,optional,,https://infoweb.newsbank.com/iw-search/we/HistArchive/?p_product=WHNPX&p_theme=help&p_action=main&f_id=terms,
Caribbean Newspapers 1718-1876,Index/Database,Readex,optional,,https://infoweb.newsbank.com/iw-search/we/HistArchive/?p_product=WHNPX&p_theme=help&p_action=main&f_id=terms,
"Early American Imprints, Series I: Evans 1639-1800",Index/Database,Readex,optional,,https://infoweb.newsbank.com/iw-search/we/HistArchive/?p_product=WHNPX&p_theme=help&p_action=main&f_id=terms,
"Early American Imprints, Series II: Shaw-Shoemaker 1801-1819",Index/Database,Readex,optional,,https://infoweb.newsbank.com/iw-search/we/HistArchive/?p_product=WHNPX&p_theme=help&p_action=main&f_id=terms,
Ethnic American Newspapers from the Balch Collection 1799 - 1971,Index/Database,Readex,optional,,https://infoweb.newsbank.com/iw-search/we/HistArchive/?p_product=WHNPX&p_theme=help&p_action=main&f_id=terms,
Foreign Broadcast Information Service (FBIS) Daily Reports 1974 - 1996,Index/Database,Readex,optional,,https://infoweb.newsbank.com/iw-search/we/HistArchive/?p_product=FBISX&p_theme=help&p_action=main&f_id=terms,
World Newspaper Archive - African Newspapers 1800 - 1922,Index/Database,Readex,optional,,https://infoweb.newsbank.com/iw-search/we/HistArchive/?p_product=WHNPX&p_theme=help&p_action=main&f_id=terms,
World Newspaper Archive - South Asia Newspapers 1864 - 1922,Index/Database,Readex,optional,,https://infoweb.newsbank.com/iw-search/we/HistArchive/?p_product=WHNPX&p_theme=help&p_action=main&f_id=terms,
World Newspaper Archive-Latin American Newspapers,Index/Database,Readex,optional,,https://infoweb.newsbank.com/iw-search/we/HistArchive/?p_product=WHNPX&p_theme=help&p_action=main&f_id=terms,
Libris Canadiana,Index/Database,Reference Press,optional,None,,
CARDonline,E-Journals/Package,Rogers Publishing,optional,http://www.brunico.com/privacy/,https://www.cardonline.ca/termsofuse,
Royal Anthropological Institute,Index/Database,Royal Anthropological Institute,optional,https://www.therai.org.uk/privacy-policy,,
Merck Index,Index/Database,Royal Society of Chemistry,optional,http://www.rsc.org/help-legal/legal/privacy/,http://www.rsc.org/help-legal/legal/terms-conditions/,
Royal Society of Chemistry,E-Journals/Package,Royal Society of Chemistry,optional,http://www.rsc.org/help-legal/legal/privacy/,http://www.rsc.org/journals-books-databases/librarians-information/products-prices/licensing-terms-and-conditions/,
Encyclopedia of Survey Research Methods,Index/Database,Sage,optional,https://us.sagepub.com/en-us/nam/privacy-policy,http://methods.sagepub.com/TermsOfUse,
McGill University School of Nursing,E-Journals/Package,Sage,optional,https://us.sagepub.com/en-us/nam/privacy-policy,http://journals.sagepub.com/page/policies/terms-of-use,
Sage,E-Book Package,Sage,optional,https://us.sagepub.com/en-us/nam/privacy-policy,,
Sage,E-Journals/Package,Sage,optional,https://us.sagepub.com/en-us/nam/privacy-policy,http://journals.sagepub.com/page/policies/terms-of-use,
Sociological Research Online,E-Journals/Package,Sage,optional,https://us.sagepub.com/en-us/nam/privacy-policy,,
Sage Research Methods,Index/Database,Sage,optional,https://us.sagepub.com/en-us/nam/privacy-policy,http://methods.sagepub.com/TermsOfUse,
Parliament Rolls of Medieval England,Index/Database,Scholarly Digital Editions,optional,None,,
SCOAP3,E-Journals/Package,SCOAP3,,,,
Repere,Index/Database,SDM,optional,,http://repere2.sdm.qc.ca/mode-emploi,
Locus: SIAM's Online Journal Archive,Index/Database,SIAM,optional,,http://www.siam.org/Portals/0/Journal%20PDFs/ojsa.pdf,
SIAM,E-Journals/Package,SIAM,optional,https://www.siam.org/Privacy-Policy,,
Skillsoft Books,E-Book Package,Skillsoft,optional,https://documentation.skillsoft.com/en_us/privacy/skillport_privacy_policy.htm,,
SNL Metals and Mining,Index/Database,SNL Financial,mandatory,,https://www.snl.com/ds/msa4.pdf,
Society for Disability Studies,E-Journals/Package,Society for Disability Studies,optional,none,,http://disstudies.org/
Society of Exploration Geophysicists,E-Journals/Package,Society of Exploration Geophysicists,optional,https://seg-org/privacy-policy,,
SPIE Digital Library e-book collection,E-Book Package,SPIE,optional,http://spie.org/privacy-policy,,
SPIE Digital Library Journals,E-Journals/Package,SPIE Digital Library,optional,https://spie.org/privacy-policy,,
Adis International,E-Journals/Package,Springer,optional,https://www.springer.com/gp/privacy-policy,https://www.springer.com/gp/standard-terms-and-conditions-of-business?countryChanged=true,
Palgrave,E-Journals/Package,Springer,optional,https://www.palgrave.com/gp/services/legal,https://www.palgrave.com/gp/services/legal/terms-of-use/6626236,
Palgrave. E-book collection,E-Book Package,Springer,optional,https://link.springer.com/privacystatement,,
Springer Protocols,E-Book Package,Springer,optional,https://link.springer.com/privacystatement,,
Springer Reference Works,Index/Database,Springer,optional,https://link.springer.com/privacystatement,,
SpringerLink,E-Journals/Package,Springer,optional,https://link.springer.com/privacystatement,,
The New Palgrave Dictionary of Economics,Index/Database,Springer,optional,https://link.springer.com/privacystatement,,
Nature Publishing Group,Index/Database,Springer Nature,optional,https://www.nature.com/info/privacy,https://www.nature.com/info/tandc.html,
Compustat,Index/Database,Standard and Poor,optional,https://wrds-www.wharton.upenn.edu/pages/wrds-privacy-policy/,https://wrds-web.wharton.upenn.edu/wrds/about/terms.cfm,
Statista,Index/Database,Statista,optional,https://www.statista.com/imprint/#privacy,,
Access Engineering,Index/Database,Taylor & Francis,optional,https://www.mheducation.com/privacy.html,https://www.accessengineeringlibrary.com/terms-and-conditions,
Chemnetbase,Index/Database,Taylor & Francis,optional,https://taylorandfrancis.com/customer-privacy/,http://support.crcnetbase.com/termsandconditions,
Encyclopedia of Astronomy and Astrophysics,Index/Database,Taylor & Francis,optional,https://taylorandfrancis.com/customer-privacy/,http://eaa.crcpress.com/default.asp,
Europa World Plus,Index/Database,Taylor & Francis,optional,https://taylorandfrancis.com/customer-privacy/,,
Routledge Encyclopedia of Modernism,Index/Database,Taylor & Francis,optional,https://taylorandfrancis.com/customer-privacy/,https://www.rem.routledge.com/terms-and-conditions,
Routledge Encyclopedia of Philosophy,Index/Database,Taylor & Francis,optional,https://taylorandfrancis.com/customer-privacy/,https://www.rep.routledge.com/terms-conditions,
Baywood Publishing Company,E-Journals/Package,Taylor & Francis,optional,https://taylorandfrancis.com/customer-privacy/,,
ENGnetBASE,E-Book Package,Taylor & Francis,optional,https://taylorandfrancis.com/customer-privacy/,,
Informa Healthcare,E-Journals/Package,Taylor & Francis,optional,https://www.tandfonline.com/privacy-policy,https://www.tandfonline.com/terms-and-conditions,
M.E. Sharpe,E-Journals/Package,Taylor & Francis,optional,https://taylorandfrancis.com/customer-privacy/,,
Taylor & Francis Journals,E-Journals/Package,Taylor & Francis,optional,https://www.tandfonline.com/privacy-policy,https://www.tandfonline.com/terms-and-conditions,
Thieme,E-Journals/Package,Thieme,optional,https://www.thieme.de/de/thieme-gruppe/privacy-policy-statement-Thieme-Publishers-New-York-EN.htm,,
Biography and Genealogy Master Index,Index/Database,Thomson,optional,https://www.gale.com/privacy,https://www.gale.com/terms-of-use,
Biological Abstracts,Index/Database,Thomson,optional,https://clarivate.com/legal/privacy-statement/,http://wokinfo.com/terms/,
I/B/E/S Historical Data (available via WRDS),Index/Database,Thomson,mandatory,https://wrds-web.wharton.upenn.edu/wrds/about/privacy.cfm,,
Institutional Ownership,Index/Database,Thomson,mandatory,https://wrds-www.wharton.upenn.edu/pages/wrds-privacy-policy/,https://wrds-web.wharton.upenn.edu/wrds/about/terms.cfm,
SDC Mergers and Acquisitions,Index/Database,Thomson,mandatory,https://www.thomsonreuters.com/en/privacy-statement.html,,
Thomson One Private Equity,Index/Database,Thomson,,None,,
Investext Plus,Index/Database,Thomson Reuters,,None,,
The Jazz Discography,Index/Database,Tom Lord,optional,None,,
TSX E-Review,E-Journals/Package,Toronto Stock Exchange,,,,
Termium Linguistic Data Bank,Index/Database,Translation Bureau,optional,https://www.canada.ca/en/transparency/privacy.html,https://www.canada.ca/en/transparency/terms.html,
TSX CFMRC,Index/Database,TSX,optional,None,,
American Council of Learned Societies,E-Book Package,U of Michigan,optional,https://www.lib.umich.edu/library-administration/user-privacy-policy-university-library,,
ICPSR,Index/Database,U of Michigan,optional,https://www.icpsr.umich.edu/icpsrweb/content/about/privacy.html,,
CANSIM,Index/Database,U of T,optional,None,,
Dictionary of Old English A-I,Index/Database,U of T,optional,https://doe.utoronto.ca/pages/pub/doeonlineterms.pdf,,
Iter,Index/Database,U of T,optional,None,,
United Nations Yearbook Collection,Index/Database,UN,optional,http://www.un.org/en/sections/about-website/privacy-notice/,http://www.un.org/en/sections/about-website/terms-use/,
Encyclopaedia Universalis,Index/Database,Universalis,,None,,
Hispanic American Periodicals Index,Index/Database,University of California,optional,None,,
Thesaurus Linguae Graecae,Index/Database,University of California,optional,http://stephanus.tlg.uci.edu/privacy.php,http://stephanus.tlg.uci.edu/copyright.php,
ARTFL - American and French Research on the Treasury of the French Language,Index/Database,University of Chicago,optional,https://grad.uchicago.edu/about-us/privacy-notice/,,
Chicago Manual of Style,Index/Database,University of Chicago,optional,https://www.chicagomanualofstyle.org/privacy,https://www.chicagomanualofstyle.org/help-tools/Terms-of-Use,
CRSP,Index/Database,University of Chicago,optional,None,,
French Women Writers,Index/Database,University of Chicago,optional,https://grad.uchicago.edu/about-us/privacy-notice/,,
Provencal Poetry,Index/Database,University of Chicago,optional,https://grad.uchicago.edu/about-us/privacy-notice/,,
Textes de Francais Ancien,Index/Database,University of Chicago,optional,https://grad.uchicago.edu/about-us/privacy-notice/,,
Dictionary of Old English Corpus,Index/Database,University of Toronto,optional,https://www.doe.utoronto.ca/pages/pub/webcorpusterms.pdf,,
Atlas of North American English (Interactive Version),Index/Database,Walter de Gruyter,optional,https://www.degruyter.com/dg/page/privacy/datenschutzerklrung,https://www.degruyter.com/dg/page/terms-conditions/agb,
Encyclopedia of the Bible and its Reception,Index/Database,Walter de Gruyter,optional,https://www.degruyter.com/dg/page/privacy/datenschutzerklrung,https://www.degruyter.com/dg/page/terms-conditions/agb,
China Online Journals (English),E-Journals/Package,Wanfang Data,optional,None,,
WARC,Index/Database,WARC,,https://www.warc.com/privacy.info,https://www.warc.com/termsandconditions.info,
WRDS,Index/Database,Wharton School,mandatory,https://wrds-web.wharton.upenn.edu/wrds/about/privacy.cfm,,
Anthrosource,Index/Database,Wiley,optional,https://www.wiley.com/en-ca/privacy,https://onlinelibrary.wiley.com/terms-and-conditions,
Blackwell Journals,E-Journals/Package,Wiley,optional,https://www.wiley.com/en-ca/privacy,https://onlinelibrary.wiley.com/terms-and-conditions,
Current Protocols in Cell Biology,E-Book Package,Wiley,optional,https://www.wiley.com/en-ca/privacy,,
Current Protocols in Molecular Biology,E-Book Package,Wiley,optional,https://www.wiley.com/en-ca/privacy,,
Current Protocols in Protein Science,E-Book Package,Wiley,optional,https://www.wiley.com/en-ca/privacy,,
Ecological Society of America,E-Journals/Package,Wiley,optional,https://www.wiley.com/en-us/privacy,https://onlinelibrary.wiley.com/terms-and-conditions,
Encyclopedia of Applied Linguistics,Index/Database,Wiley,optional,https://www.wiley.com/en-ca/privacy,https://onlinelibrary.wiley.com/terms-and-conditions,
Encyclopedia of Globalization,Index/Database,Wiley,optional,https://www.wiley.com/en-ca/privacy,https://onlinelibrary.wiley.com/terms-and-conditions,
Encyclopedia of Statistics in Behavioral Science,E-Book Package,Wiley,optional,https://www.wiley.com/en-ca/privacy,,
Inorganic Syntheses (Volume 1-35),E-Book Package,Wiley,optional,https://www.wiley.com/en-ca/privacy,,
International Encyclopedia of Geography,Index/Database,Wiley,optional,https://www.wiley.com/en-ca/privacy,https://onlinelibrary.wiley.com/terms-and-conditions,
PATAI'S Chemistry of Functional Groups,Index/Database,Wiley,optional,https://www.wiley.com/en-ca/privacy,https://onlinelibrary.wiley.com/terms-and-conditions,
The International Studies Encyclopedia,Index/Database,Wiley,optional,https://www.wiley.com/en-ca/privacy,https://onlinelibrary.wiley.com/terms-and-conditions,
Wiley,E-Journals/Package,Wiley,optional,https://www.wiley.com/en-ca/privacy,https://onlinelibrary.wiley.com/terms-and-conditions,
Wiley Blackwell Encyclopedia of Sociology,Index/Database,Wiley,optional,https://www.wiley.com/en-ca/privacy,https://onlinelibrary.wiley.com/terms-and-conditions,
Wiley Encyclopedia of Biomedical Engineering,E-Book Package,Wiley,optional,https://www.wiley.com/en-ca/privacy,,
Wiley-Blackwell E-Books,E-Book Package,Wiley,optional,https://www.wiley.com/en-ca/privacy,,
Wiley-Blackwell Encyclopedia of Literature,Index/Database,Wiley,optional,https://www.wiley.com/en-ca/privacy,https://onlinelibrary.wiley.com/terms-and-conditions,
American Geophysical Union Digital Library,E-Journals/Package,Wiley,,https://www.wiley.com/en-us/privacy,https://onlinelibrary.wiley.com/terms-and-conditions,
Encyclopedia of Life Sciences,Index/Database,Wiley Interscience,optional,https://www.wiley.com/en-ca/privacy,https://onlinelibrary.wiley.com/terms-and-conditions,
International Encyclopedia of Communication,Index/Database,Wiley Interscience,optional,https://www.wiley.com/en-ca/privacy,https://onlinelibrary.wiley.com/terms-and-conditions,
