title,product_type,vendor,account,privacy_url,tc_url,notes
Journal Citation Reports,Index/Database,Clarivate,optional,https://clarivate.com/legal/privacy-statement/,https://clarivate.com/terms-of-business,
Web of Science,Index/Database,Clarivate,optional,https://clarivate.com/legal/privacy-statement/,http://wokinfo.com/terms/,
ASHRAE,Index/Database,Clarivate Analytics,optional,https://subscriptions.techstreet.com/privacy_policy,https://clarivate.com/legal/terms-of-use/,
Corpus de la littérature médiévale,Index/Database,Classiques Garnier,optional,https://classiques-garnier.com/privacy-policy.html,,
CIAO - Columbia International Affairs Online,Index/Database,Columbia University Press,optional,http://www.ciaonet.org/pages/PrivacyPolicy,http://www.ciaonet.org/pages/TermsofService,
CQ Researcher Plus Archive,Index/Database,Congressional Quarterly,optional,https://us.sagepub.com/en-us/nam/cq-privacy-policy,https://us.sagepub.com/en-us/nam/cq-terms-of-use,
Birds of North America Online,Index/Database,Cornell Lab of Ornithology,optional,https://birdsna.org/Species-Account/bna/support/privacy,https://birdsna.org/Species-Account/bna/support/tos,
CPA Canada Standards and Guidance Collection,Index/Database,CPA of Canada,optional,https://edu.knotia.ca/Information/PrivacyPolicyknotia.cfm,https://edu.knotia.ca/Information/KnotiaTermsOfUse.cfm,
Criterion On-Demand,E-Video Collection,Criterion,,,,
De Gruyter,E-Journals/Package,Degruyter,optional,https://www.degruyter.com/dg/page/privacy/datenschutzerklrung,,
Walter de Gruyter,E-Journals/Package,Degruyter,optional,https://www.degruyter.com/dg/page/privacy/datenschutzerklrung,https://www.degruyter.com/dg/page/terms-conditions/agb,
Grand Robert,Index/Database,Documens,optional,https://www.lerobert.com/sites/default/files/common/charte-donnees-personnelles-le-robert.pdf,,
Le Petit Robert 2016,Index/Database,Documens,optional,https://www.lerobert.com/sites/default/files/common/charte-donnees-personnelles-le-robert.pdf,,
Petit Robert,Index/Database,Documens,optional,https://www.lerobert.com/sites/default/files/common/charte-donnees-personnelles-le-robert.pdf,https://pr.bvdep.com/AidePR/Aide.html,
Robert & Collins,Index/Database,Documens,optional,https://www.lerobert.com/sites/default/files/common/charte-donnees-personnelles-le-robert.pdf,,
Project Euclid,Index/Database,Duke U Press,optional,https://projecteuclid.org/about/policies,,
Duke University Press,E-Journals/Package,Duke University Press,optional,https://www.dukeupress.edu/Policies/,,
Hoovers,Index/Database,Dun and Bradstreet,optional,http://www.hoovers.com/privacy-policy.html,http://www.hoovers.com/terms-conditions.html,
Key Business Ratios,Index/Database,Dun and Bradstreet,optional,https://www.dnb.com/ca-en/utility-pages/privacy-policy.html,https://www.dnb.com/ca-en/utility-pages/terms-of-use.html,
AAS Historical Periodicals Collection,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Academic Studies Press,E-Journals/Package,Ebsco,optional,none,,
Academy of Management,E-Journals/Package,Ebsco,optional,http://aom.org/About-AOM/Privacy-Policy.aspx,,
Adjunct Advocate,E-Journals/Package,Ebsco,optional,,https://www.adjunctnation.com/about/terms-of-use/,
Africa-Wide Information,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Alternative Press Index,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
America History and Life,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
American Academy of Pediatrics,E-Journals/Package,Ebsco,optional,https://www.aap.org/en-us/Pages/Privacy-Statement.aspx,,
American Association for Cancer Research,E-Journals/Package,Ebsco,optional,http://aacrjournals.org/privacy-policy,,
American Medical Association,E-Journals/Package,Ebsco,optional,https://www.ama-assn.org/privacy-policy,https://www.ama-assn.org/terms-use,
American Meteorological Society,E-Journals/Package,Ebsco,optional,https://www.ametsoc.org/index.cfm/ams/privacy-policy-and-disclaimer/,,
American Public Health Association,E-Journals/Package,Ebsco,optional,https://www.apha.org/privacy-policy,,
American School of Classical Studies at Athens,E-Journals/Package,Ebsco,optional,https://www.ithaka.org/privacypolicy,https://about.jstor.org/terms/,https://www.jstor.org/publisher/ascsa
American Scientific Publishers,E-Journals/Package,Ebsco,optional,http://www.aspbs.com/privacy.htm,http://www.aspbs.com/terms.htm,
American Society for Cell Biology,E-Journals/Package,Ebsco,optional,https://www.ascb.org/privacy-policy/,,
American Society for Microbiology,E-Journals/Package,Ebsco,optional,https://www.asm.org/index.php/privacy-policy-and-terms-of-use,,
American Society of Civil Engineers,E-Journals/Package,Ebsco,optional,https://www.asce.org/privacy/,https://www.asce.org/terms/,
American Society of Plant Biologists,E-Journals/Package,Ebsco,optional,https://aspb.org/about/terms-privacy/,,
American Society of Tropical Medicine and Hygiene,E-Journals/Package,Ebsco,optional,https://www.astmh.org/ASTMH/media/Documents/February-2018_ASTMH-Privacy-Policy2.pdf,https://www.astmh.org/ASTMH/media/Documents/February-2018_ASTMH-Terms-and-Conditions-of-Use2.pdf,https://www.astmh.org/about-astmh/privacy-policy
American Society on Aging,E-Journals/Package,Ebsco,optional,http://www.asaging.org/privacy-policy,,
Annee Philologique,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Anthropology Plus,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Applied Science and Technology Index,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Art and Architecture Source,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Art Full Text,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Arte Público Hispanic Historical Collection: Series 1,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Arte Publico Hispanic Historical Collection: Series 2,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Arte Publico Hispanic Historical Collections Series 2,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
ASHA,E-Journals/Package,Ebsco,optional,https://www.asha.org/sitehelp/privacy-statement/,https://www.asha.org/sitehelp/terms_of_use/,
ASLO,E-Journals/Package,Ebsco,optional,https://aslo.org/p/cm/ld/fid=3,https://aslo.org/p/cm/ld/fid=2,
Astronomical Society of the Pacific,E-Journals/Package,Ebsco,optional,https://www.astrosociety.org/about-us/privacy-policy/,,
ATLA Religion Database with ATLA Serials,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Australian Literary Studies,E-Journals/Package,Ebsco,optional,https://www.australianliterarystudies.com.au/privacy-policy,,
BEGELL HOUSE,E-Journals/Package,Ebsco,optional,http://www.begellhouse.com/policy/,,
Berghahn Journals,E-Journals/Package,Ebsco,optional,none,,
Bibliography of Asian Studies,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Bibliography of Native North Americans (Via Ebsco),Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
BMJ Publishing Group,E-Journals/Package,Ebsco,optional,https://www.bmj.com/company/your-privacy/,https://www.bmj.com/company/legal-information/,
Book Review Digest (via Wilson),Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Book Review Digest Retrospective,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Brepols Publishers,E-Journals/Package,Ebsco,optional,http://www.brepols.net/Pages/GetFile.aspx?dlfi=164,http://www.brepols.net/Pages/GetFile.aspx?dlfi=165,
Brill Academic,E-Journals/Package,Ebsco,optional,http://booksandjournals.brillonline.com/access,https://brill.com/page/policies,
Business Source Complete,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Canadian Association of Emergency Physicians,E-Journals/Package,Ebsco,optional,https://caep.ca/terms-conditions/,,
Canadian Institute of Forestry,E-Journals/Package,Ebsco,optional,none,,
Canadian Medical Association,E-Journals/Package,Ebsco,optional,See notes,,Could only find info on terms for institutional subscribers -- http://www.cmaj.ca/content/subscriptions/terms
Canadian Nurses Asssociation,E-Journals/Package,Ebsco,optional,https://www.canadian-nurse.com/en/privacy,,
Canadian Science Publishing,E-Journals/Package,Ebsco,optional,none,,
Catalyst: a journal of theory and strategy,E-Journals/Package,Ebsco,optional,none,,
Center for Contemplative Mind in Society,E-Journals/Package,Ebsco,optional,none,,
CIESC,E-Journals/Package,Ebsco,optional,https://www.elsevier.com/legal/privacy-policy,,
CINAHL: Cumulative Index to Nursing and Allied Health (Ebsco),Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
CINAHL: Cumulative Index to Nursing and Allied Health (SilverPlatter),Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
College Publishing,E-Journals/Package,Ebsco,optional,none,,
Communication and Mass Media Complete (Via Ebsco),Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Communication Source,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Company of Biologists,E-Journals/Package,Ebsco,optional,http://www.biologists.com/privacy-policy/,http://www.biologists.com/terms-conditions/,
Criminal Justice Abstracts,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
CSIRO Publishing,E-Journals/Package,Ebsco,optional,http://www.publish.csiro.au/aboutus/legal&privacy#7,,
Current Biography Illustrated,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Edinburgh University Press,E-Journals/Package,Ebsco,optional,https://www.euppublishing.com/privacy-policy,https://www.euppublishing.com/page/terms,
Education Abstracts,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Endocrine Society,E-Journals/Package,Ebsco,optional,https://global.oup.com/privacy?cc=ca,,
Environment Complete,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Equinox,E-Journals/Package,Ebsco,optional,https://www.equinoxpub.com/home/privacy/,,
Essay and General Literature Index,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Family and Society Studies Worldwide,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Federation of American Societies for Experimental Biology,E-Journals/Package,Ebsco,optional,https://www.fasebj.org/terms,,
Foreign Policy,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
General Science Abstracts,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Genetics Society of America,E-Journals/Package,Ebsco,optional,http://genestogenomes.merichar.org/index.php/privacy/,,
Global Science Press,E-Journals/Package,Ebsco,optional,,,http://www.global-sci.org/index/index.html
Guilford Publications Inc.,E-Journals/Package,Ebsco,optional,https://www.guilford.com/privacy-policy,https://www.guilford.com/journals-newsletters/terms-and-conditions,
Henry Stewart Publications,E-Journals/Package,Ebsco,optional,https://www.henrystewartpublications.com/content/privacy-cookies,,
Historical Abstracts,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
"History of Science, Technology and Medicine",Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Human Kinetics,E-Journals/Package,Ebsco,optional,https://canada.humankinetics.com/pages/privacy-policy,https://canada.humankinetics.com/pages/terms-and-conditions,
Humanities Abstracts,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
"Humanities and Social Sciences Retrospective, 1907 - 1984",Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Humanities International Index,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
IMPAN,E-Journals/Package,Ebsco,optional,None,,
Imprint Academic,E-Journals/Package,Ebsco,optional,https://www.imprint.co.uk/privacy-policy/,,
Inderscience Publishers,E-Journals/Package,Ebsco,optional,http://www.inderscience.com/info/ingeneral/privacy.php,http://www.inderscience.com/info/ingeneral/terms.php,
Index to Jewish Periodicals,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Institute of Mathematical Statistics,E-Journals/Package,Ebsco,optional,http://www.imstat.org/privacy/,,
Intellect Ltd.,E-Journals/Package,Ebsco,optional,"https://www.intellectbooks.co.uk/page/index,name=condition/",,
International Association for Human Caring,E-Journals/Package,Ebsco,optional,http://connect.springerpub.com/privacy-policy,,checking access
International Bibliography of Theatre & Dance with Full Text,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
International Research Committee on Disasters,E-Journals/Package,Ebsco,optional,None,,Can only find event info on IRCD e.g. https://www.unisdr.org/search?cx=014932112152556794315%3Aev9g2xr_5ni&cof=FORID%3A11&ie=UTF-8&q=ircd&sa.x=0&sa.y=0
IOS Press,E-Journals/Package,Ebsco,optional,https://www.iospress.nl/service/privacy-policy/,,
IUPAC,E-Journals/Package,Ebsco,optional,https://iupac.org/we-are-updating-our-privacy-policy/,,
John Benjamins Publishing Company,E-Journals/Package,Ebsco,optional,https://www.jbe-platform.com/access,https://www.jbe-platform.com/termsconditions,
Karger,E-Journals/Package,Ebsco,optional,https://www.karger.com/Info/PrivacyPolicy,,
"Lesbian, Gay, Bisexual and Transgender Life with Full Text (via Ebsco)",Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Leuven University Press,E-Journals/Package,Ebsco,optional,http://www.ingentaconnect.com/about/privacy,,
Liverpool University Press,E-Journals/Package,Ebsco,optional,https://liverpooluniversitypress.co.uk/pages/privacy-policy,,
Longwoods,E-Journals/Package,Ebsco,optional,https://www.longwoods.com/pages/privacy-policy,https://www.longwoods.com/pages/terms-and-conditions,
Mary Ann Liebert Inc,E-Journals/Package,Ebsco,optional,https://privacy.liebertpub.com/privacy-statement,https://privacy.liebertpub.com/terms-and-conditions,
Mathematical Association of America,E-Journals/Package,Ebsco,optional,https://www.maa.org/privacy-policy,https://www.maa.org/terms-of-use,
Mathematical Sciences Publishers,E-Journals/Package,Ebsco,optional,https://msp.org/about/privacy/,,
Miami University,E-Journals/Package,Ebsco,optional,none,,
MIT Press,E-Journals/Package,Ebsco,optional,https://www.mitpressjournals.org/privacy,https://www.mitpressjournals.org/terms,
Music Index Online,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Music Library Association,E-Journals/Package,Ebsco,optional,https://www.musiclibraryassoc.org/ams/legal-privacy.htm,,
National Academy of Sciences,E-Journals/Package,Ebsco,optional,http://www.pnas.org/page/authors/terms,,
NetLibrary,E-Book Package,Ebsco,optional,privacy policy unavailable,,
New Leaf Associates,E-Journals/Package,Ebsco,optional,none,,
Optical Society of America,E-Journals/Package,Ebsco,optional,https://www.osa.org/en-us/about_osa/privacy_policy/,https://www.osa.org/en-us/about_osa/terms_of_use/,
Philosophy Documentation Center,E-Journals/Package,Ebsco,optional,https://www.pdcnet.org/wp/about/privacy/,,
Policy Press,E-Journals/Package,Ebsco,optional,https://policy.bristoluniversitypress.co.uk/privacy-policy,https://policy.bristoluniversitypress.co.uk/terms-of-use,
Readers Guide Abstracts,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Readers Guide Retrospective,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
RILM Abstracts of Music Literature,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Rivista di Studi Italiani,E-Journals/Package,Ebsco,optional,http://www.rivistadistudiitaliani.it/home.php?testo=pri,,
RMIT Publishing,E-Journals/Package,Ebsco,optional,https://www.informit.org/privacy,,
Rockefeller University Press,E-Journals/Package,Ebsco,optional,http://www.rupress.org/privacy-policy,http://www.rupress.org/terms,
Royal Society Publishing,E-Journals/Package,Ebsco,optional,https://royalsociety.org/about-us/terms-conditions-policies/privacy-policy/,https://royalsociety.org/about-us/terms-conditions-policies/,
Serials Directory,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Social Science Abstracts,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Society for General Microbiology,E-Journals/Package,Ebsco,optional,https://microbiologysociety.org/about-this-site/privacy-policy.html,,
Society for Neuroscience,E-Journals/Package,Ebsco,optional,http://www.jneurosci.org/content/privacy-policy,,
Society of Indexers,E-Journals/Package,Ebsco,optional,http://www.ingentaconnect.com/about/privacy,,
Sport Discus,Index/Database,Ebsco,optional,https://www.ebsco.com/company/privacy-policy,https://www.ebsco.com/terms-of-use,
Springer Publishing Company,E-Journals/Package,Ebsco,optional,https://www.springerpub.com/privacy,https://www.springerpub.com/app_termsandconditions,
Teacher's College,E-Journals/Package,Ebsco,optional,https://www.tc.columbia.edu/policylibrary/general-counsel-/privacy-policy/,,
Transportation Research Board,E-Journals/Package,Ebsco,optional,http://www.nationalacademies.org/legal/privacy/index.html,,
Turpion,E-Journals/Package,Ebsco,optional,https://www.turpion.org/main/priv.phtml,,
University of Akron,E-Journals/Package,Ebsco,optional,none,,
University of Alberta,E-Journals/Package,Ebsco,optional,https://www.ualberta.ca/privacy,,http://www.uap.ualberta.ca/
University of Calgary,E-Journals/Package,Ebsco,optional,https://ucalgary.ca/sites/default/files/ucgy/groups/Marketing/digital-privacy-statement.pdf,,
University of California Press,E-Journals/Package,Ebsco,optional,https://www.ucpress.edu/about/privacy-policy,,
University of Chicago Press,E-Journals/Package,Ebsco,optional,https://www.press.uchicago.edu/press/privacy.html,https://www.journals.uchicago.edu/t-and-c,
University of Illinois Press,E-Journals/Package,Ebsco,optional,https://www.press.uillinois.edu/about/privacy.html,,
University of Rochester,E-Journals/Package,Ebsco,optional,http://blakequarterly.org/public/journals/2/BonusFeatures/privacy.html,,
